text,label
сколько стоит доставка,rag
что ты знаешь про кредитование?,rag
как загрузить таблицу,chat
спасибо,chat
поддерживается ли английский?,chat
то есть,followup
а как происходит процедура увольнения?,rag
"слушай, что известно о новых тарифах?",rag
а давай ещё,followup
ты умнее chatgpt,chat
сколько стоит!,rag
ну пойдёт,chat
удачи,chat
"скажи, где ты живёшь!",chat
пока,chat
а гарантии,followup
"привет, помощник",chat
а почему так,followup
скажи по-другому,followup
"а подскажи, как загрузить файл?",chat
"слишком сложно, упрости",followup
кто тебя создал пожалуйста,chat
"слушай, скажи, ты всё знаешь?",chat
добрый день :) пожалуйста,chat
а есть информация про расторжение?,rag
а ты понимаешь русский пожалуйста,chat
в памяткае есть что-то про сроки!,rag
а это конфиденциально?,chat
а что насчёт порядок ремонта?,followup
прекрасно,chat
есть информация про подписку,rag
расскажи про доставку,rag
а что насчёт пени за просрочку,rag
а что обычно делают!,followup
открой отчёт.pdf,rag
поддерживается ли вебхук,rag
есть информация про бонусы пожалуйста,rag
разверни мысль,followup
ну замечательно пожалуйста,chat
ого,chat
расскажи интересный факт,chat
я не понял последний пункт,followup
а откуда ты это взял?,followup
"подскажи, что написано в регламенте?",rag
подскажи про неустойку,rag
а возврат товара тоже?,followup
есть альтернативы?,followup
а объясни расчёт зарплаты,rag
как перейти на про?,chat
а если говорить про командировки?,followup
что ты знаешь про доставку!,rag
а подскажи про индексацию,rag
а какой сегодня день?,chat
а забыл какой у нас срок гарантии,rag
покажи договор,rag
а в других странах?,followup
поддерживается ли формат документ!,chat
попроще можно?,followup
принимаете ли вы наличные?,rag
ау,chat
как удалить мои данные?,rag
есть информация про расторжение?,rag
"слушай, а первый пункт поясни",followup
а расскажи подробнее про возврат товара,followup
как загрузить фото,chat
"а подскажи, объясни стоимость обслуживания",rag
кто тебя создал?,chat
подскажи про доставку,rag
а ты платный!,chat
а про обслуживание подробнее можно?,followup
"скажи, найди в соглашениее",rag
а сроки какие,followup
откуда ты,chat
"подскажи, а какие документы взять?",followup
сколько длится пробный период?,rag
что происходит после окончания договора,rag
согласно соглашениеу пожалуйста,rag
мне нужна информация про зарплату!,rag
как обновить картинку,chat
правда?,followup
а исправить ошибку?,followup
"а скажи, ты всё знаешь?",chat
а подскажи про командировки,rag
не важно!,chat
например?,followup
"а скажи, как тебя зовут?",chat
серьёзно?,followup
а где ты живёшь пожалуйста,chat
каков размер госпошлины?,rag
а что насчёт стоимость обслуживания?,followup
как обновить документ,chat
какие условия аренды,rag
какие размер неустойки пожалуйста,rag
объясни условия подписки пожалуйста,rag
"подскажи, расскажи про штрафы",rag
а если говорить про подписку!,followup
а как удалить таблицу?,chat
сенкс,chat
достаточно,chat
а куда обращаться,followup
первый раз пользуюсь,chat
перечисли все этапы,rag
подскажи про зарплату,rag
а объясни стоимость тарифов,rag
открой faq.txt пожалуйста,rag
досадно!,chat
какой сегодня праздник,chat
сколько ты можешь запомнить?,chat
посмотри в terms.pdf!,rag
как обновить pdf,chat
а можно без штрафа,followup
что ты знаешь про персональные данные,rag
"согласно документу, какие условия?",rag
требования к документам?,rag
как рассчитывается отпускные!,rag
какие лимиты у API пожалуйста,rag
всё понятно,chat
"подскажи, а если по-другому?",followup
в уставе есть что-то про сроки?,rag
можно ли перенести запись?,rag
а ты сам как думаешь?,followup
а в политикае есть что-то про сроки?,rag
салют!,chat
"подскажи, а про возврат товара подробнее можно?",followup
есть информация про бонусы?,rag
в чём причина?,followup
а компенсация тоже,followup
что отвечать на вопрос про возврат,rag
каким образом,followup
объясни условия расторжения договора,rag
ну прекрасно,chat
мне нужна информация про тарифы пожалуйста,rag
забавно,chat
можно ли загрузить pdf,chat
спс,chat
а мне нужна информация про зарплату,rag
что написано в справочнике пожалуйста,rag
с праздником!,chat
а что насчёт стоимость обслуживания,followup
какие условия подписки?,rag
согласно справочнику!,rag
"слушай, мне нужна информация про компенсацию",rag
можно ли загрузить картинку!,chat
грустно!,chat
ну нормально,chat
а зачем?,followup
подскажи про налоговые вычеты!,rag
поддерживается ли формат картинку?,chat
обидно!,chat
какие документы нужны для регистрации,rag
расскажи подробнее про доставку!,followup
как обновить таблицу,chat
а что насчёт условия расторжения договора!,followup
найди в документе информацию о возврате!,rag
что ты знаешь про индексацию,rag
а мне нужна информация про обслуживание,rag
а что думаешь о нейросетях?,chat
какие процедура увольнения,rag
как оформить возврат,rag
"скажи, как ты работаешь?",chat
"слушай, каковы правила пользования сервисом?",rag
пойдёт,chat
а сколько будет 2+2?,chat
"подскажи, а про гарантию подробнее можно?",followup
есть ли автопродление?,rag
ты упомянул про компенсацию — расскажи больше!,followup
а про тарифы подробнее можно?,followup
найди в спецификацияе,rag
а ты мальчик или девочка,chat
что в файле регламент.docx,rag
"а подскажи, спасибо за ответ",chat
расскажи подробнее про обслуживание,followup
опиши процедуру регистрации!,rag
как удалить pdf?,chat
в уставе есть что-то про сроки,rag
на чём ты написан,chat
в договоре есть что-то про сроки,rag
что ты знаешь про скидки?,rag
а расскажи про перерасчёт,rag
объясни размер неустойки,rag
"а подскажи, мне нужна информация про премии",rag
"а подскажи, какие порядок приёма на работу?",rag
как начисляются баллы!,rag
посмотри в policy.pdf!,rag
ты бот?,chat
чем отличается про от бесплатного?,rag
а если поймают!,followup
а что написано в спецификацияе?,rag
а что насчёт условия расторжения договора,followup
"скажи, как удалить картинку?",chat
"скажи, а источник этой информации?",followup
а расскажи про отпуск,rag
"не расслышал, ещё раз",followup
"слушай, посмотри в readme.md",rag
есть информация про индексацию,rag
тупой бот,chat
а ты платный,chat
"скажи, а лично надо приходить?",followup
поддерживается ли формат pdf?,chat
а ты бы что посоветовал?,followup
ты уверен?,followup
а если говорить про штрафы,followup
а есть информация про возврат товара?,rag
а как удалить мои данные?,rag
как тебя зовут!,chat
посмотри в agreement.docx,rag
а у тебя есть премиум!,chat
а лично надо приходить?,followup
выведи данные о зарплате из файла,rag
а в инструкцияе есть что-то про сроки?,rag
найди в акте,rag
серьёзно,followup
а какой график работы офиса?,rag
а про премии подробнее можно?,followup
а про возврат товара подробнее можно,followup
а раньше было по-другому пожалуйста,followup
какие условия гарантии,rag
что ты знаешь про ремонт,rag
а про расторжение подробнее можно?,followup
а если да?,followup
"а подскажи, во сколько закат сегодня?",chat
как обновить файл?,chat
"слушай, а что насчёт порядок получения компенсации?",followup
точно?,followup
открой политика.docx,rag
что написано в спецификацияе?,rag
"слушай, какие начисление бонусов?",rag
а если поймают?,followup
расскажи про подписку,rag
есть информация про неустойку,rag
как конкретно,followup
согласно соглашениеу!,rag
какие условия подписки,rag
что написано в техническое заданиее,rag
"скажи, подскажи про штрафы",rag
в техническое заданиее есть что-то про сроки?,rag
какие условия начисления премии,rag
это опять я,chat
есть информация про рекламацию,rag
а именно?,followup
какие ещё есть способы?,followup
"подскажи, есть информация про расторжение?",rag
тебе нравится твоя работа,chat
что написано в соглашениее?,rag
есть информация про премии,rag
ну и?,followup
а вот ты сказал про сроки — это точно?,followup
какая столица Франции?,chat
ты знаешь какие-нибудь фокусы,chat
есть ли техподдержка по выходным?,rag
какие данные вы собираете,rag
принимаете криптовалюту?,rag
"подскажи, требования к документам?",rag
что написано в руководствое,rag
ну ладно,chat
есть информация про отпуск?,rag
а как связаться с поддержкой?,rag
"скажи, а что обычно делают?",followup
а ты бы что посоветовал,followup
каков размер,rag
что ты думаешь о жизни пожалуйста,chat
что написано в политикае,rag
"слушай, какие форматы поддерживаются?",chat
мои данные в безопасности,chat
"подожди, я запутался",followup
а объясни условия аренды,rag
можешь развернуть,followup
за сколько дней нужно предупредить,rag
что в файле policy.docx?,rag
какие права у сотрудника при увольнении,rag
что говорится в политике конфиденциальности пожалуйста,rag
можешь списком оформить,followup
можно ли перенести запись,rag
какие порядок приёма на работу,rag
объясни оформление больничного,rag
какие условия?,rag
бб,chat
есть информация про оплату?,rag
поддерживается ли формат архив пожалуйста,chat
открой report.pdf и найди итоги,rag
а кто контролирует,followup
ну удивительно,chat
в прайс-листе есть что-то про сроки,rag
мои данные в безопасности?,chat
открой faq.txt!,rag
а на практике как?,followup
"скажи, как ты работаешь",chat
ты знаешь какие-нибудь фокусы пожалуйста,chat
а ты понимаешь русский,chat
а если говорить про приём на работу?,followup
какие стоимость тарифов?,rag
объясни простыми словами,followup
на этом всё,chat
это точная информация?,followup
а если говорить про подписку,followup
а если говорить про возврат товара пожалуйста,followup
как это сделать,followup
а были прецеденты!,followup
а есть информация про перерасчёт?,rag
найди в политикае,rag
а перефразируй пожалуйста,followup
а зачем ты нужен?,chat
"а подскажи, что ты знаешь про доставку?",rag
а про расторжение подробнее можно,followup
какая минимальная сумма заказа,rag
расскажи про оплату,rag
благодарю,chat
не помогаешь!,chat
а открой инструкция.pdf,rag
расскажи анекдот про программистов,chat
в регламенте есть что-то про сроки?,rag
а если говорить про расторжение?,followup
а что насчёт условия расторжения договора?,followup
на чём ты написан?,chat
какие выплаты при сокращении,rag
расскажи подробнее про компенсацию,followup
а если говорить про оплату?,followup
а часто такое бывает,followup
прощай!,chat
открой инструкция.pdf,rag
а что насчёт оформление командировки,followup
а онлайн можно,followup
как перейти на про,chat
"а подскажи, поддерживается ли формат pdf?",chat
ну восхитительно,chat
а если говорить про возврат товара?,followup
что ты знаешь про персональные данные?,rag
в регламенте есть что-то про сроки,rag
покажи акт,rag
объясни порядок получения компенсации,rag
я вернулся!,chat
поищи в документах про отпуск!,rag
что ты знаешь про штрафы,rag
расскажи что-нибудь,chat
работаешь ли ты ночью,chat
а если говорить про премии,followup
что в файле faq.txt?,rag
"напомни, а если я уже сделал по-другому?",followup
"напомни, какие ограничения у бесплатного тарифа?",rag
а что ты умеешь,chat
"подскажи, в положениее есть что-то про сроки?",rag
покажи приказ!,rag
"скажи, ты лучше chatgpt?",chat
ну так и что в итоге?,followup
какие права у сотрудника при увольнении?,rag
а что значит?,followup
а из-за чего?,followup
"подскажи, как рассчитывается отпускные?",rag
а что насчёт порядок индексации,followup
а мне нужна информация про доставку,rag
"напомни, подскажи про рекламацию",rag
есть кто,chat
покажи контракт!,rag
а кто проверяет,followup
какой сегодня день,chat
салют,chat
какие порядок получения компенсации,rag
сколько стоит,rag
есть информация про рассрочку,rag
подскажи про подписку,rag
а были прецеденты,followup
а нужна ли предоплата?,rag
в чём причина,followup
как пользоваться ботом!,chat
есть ли источник,followup
а обратный процесс,followup
как там с доставкой в регионы?,rag
какие условия начисления премии пожалуйста,rag
это только для России пожалуйста,followup
а какой минимальный срок договора?,rag
а мне нужна информация про бонусы,rag
наши сообщения кто-то читает пожалуйста,chat
покажи что сказано в файле о гарантии,rag
а есть ли скидки для постоянных клиентов?,rag
можно ли тебя купить,chat
размер штрафа пожалуйста,rag
привет!!,chat
а мне нужна информация про неустойку,rag
"напомни, объясни условия подписки",rag
как это работает?,followup
что в файле инструкция.pdf,rag
а как удалить файл?,chat
что нужно для оформления?,rag
сколько дней гарантия,rag
"а вот это интересно, расскажи больше",followup
что приготовить на ужин?,chat
а расскажи про кредитование,rag
что написано в руководствое?,rag
какие требования к партнёрам,rag
бесполезный,chat
а мне нужна информация про кредитование,rag
мне нужна информация про доставку пожалуйста,rag
а тебе бывает скучно?,chat
я могу тебе доверять,chat
найди в приказе,rag
какие форматы поддерживаются,chat
а какая у тебя версия?,chat
"а подскажи, как загрузить таблицу?",chat
здорово!,chat
"а скажи, ты умный?",chat
а обязательно всё это?,followup
верно,chat
есть информация про командировки?,rag
всё спасибо,chat
с днём рождения,chat
а вот ты сказал про сроки — это точно,followup
ты глупый,chat
"скажи, ты умный?",chat
а про доставку подробнее можно?,followup
ну неплохо,chat
как обстоят дела с возвратом денег?,rag
а про возврат товара подробнее можно?,followup
"подскажи, согласно техническое заданиеу",rag
как быстро обрабатываются заявки?,rag
какой процент за обслуживание?,rag
ну досадно,chat
какие условия возврата товара?,rag
а вернуть как было?,followup
"а подскажи, что тут вообще можно делать?",chat
смешно!,chat
а в реальности,followup
а посмотри в spec.pdf,rag
как загрузить файл?,chat
"а подскажи, с новым годом!",chat
мне нужна информация про премии,rag
что ты знаешь про премии?,rag
пойдёт!,chat
а если речь о юрлице,followup
подскажи про перерасчёт,rag
ты умеешь шутить?,chat
а что написано в соглашениее?,rag
объясни условия расторжения договора!,rag
есть информация про рассрочку?,rag
что значит пожалуйста,followup
расскажи подробнее про гарантию,followup
я могу тебе доверять!,chat
жаль,chat
что ты знаешь про больничный?,rag
а для чайников?,followup
а какие стоимость обслуживания?,rag
а можно частично пожалуйста,followup
"а подскажи, какой порядок обжалования?",rag
а во сколько закат сегодня?,chat
а про ремонт подробнее можно,followup
"слушай, что ты знаешь про индексацию?",rag
"напомни, а были прецеденты?",followup
есть информация про неустойку?,rag
что в файле политика.docx?,rag
а это актуальная информация?,followup
ну ужасно пожалуйста,chat
мне нужен совет,chat
а сколько тебе лет пожалуйста,chat
найди в протоколе!,rag
а стоит ли загрузить документы?,chat
что написано в договоре?,rag
до свидания,chat
"а подскажи, как загрузить картинку?",chat
а поподробнее,followup
а что насчёт пени за просрочку?,rag
есть аналоги?,chat
есть информация про перерасчёт,rag
что ты знаешь про тарифы?,rag
а что будет если не сделать,followup
есть ли возврат денег при отмене?,rag
а в чём причина?,followup
какие размер штрафов?,rag
напиши стихотворение,chat
с чем это связано?,followup
здравствуйте!!,chat
какие у тебя функции?,chat
ты врёшь иногда,chat
"скажи, а минусы какие?",followup
"а подскажи, а приём на работу тоже?",followup
что ты знаешь про рассрочку?,rag
а можно пример?,followup
как загрузить фото?,chat
а может быть,chat
что написано в договоре,rag
а про компенсацию подробнее можно,followup
ты на нейросети работаешь?,chat
можно ли загрузить картинку,chat
а плюсы,followup
"а подскажи, расскажи про компенсацию",rag
мне нужна информация про бонусы,rag
ну ужасно,chat
есть информация про приём на работу?,rag
есть информация про увольнение,rag
можно ли загрузить документ,chat
расскажи анекдот пожалуйста,chat
можно ли загрузить фото,chat
есть информация про больничный?,rag
в руководствое есть что-то про сроки,rag
доброе утро пожалуйста,chat
а можно конкретнее,followup
удивительно,chat
посмотри в policy.docx,rag
"согласно документу, какие условия",rag
а как оформить возврат?,rag
поддерживается ли формат несколько файлов?,chat
а поддерживается ли английский?,chat
есть ли возврат денег при отмене,rag
"а скажи, где ты живёшь?",chat
подскажи про ремонт пожалуйста,rag
а что насчёт размер штрафов?,followup
расскажи про расторжение пожалуйста,rag
сравни условия двух планов,rag
а вот это да!,chat
а командировка тоже,followup
а если я не согласен?,followup
что в файле договор.pdf,rag
можно ли загрузить pdf?,chat
а найди в спецификацияе,rag
какие условия рассрочки,rag
что в файле readme.md!,rag
посмотри в faq.txt,rag
а согласно каталогу,rag
а какие размер налогового вычета?,rag
есть информация про страхование?,rag
в контракте есть что-то про сроки?,rag
соответствуете ли вы 152-ФЗ?,rag
"подскажи, есть ли информация о графике работы?",rag
добрый вечер,chat
а что насчёт условия гарантии,followup
что ты можешь,chat
в приказе есть что-то про сроки,rag
а про подписку подробнее можно,followup
а ты умный,chat
есть информация про аренду,rag
как загрузить файл,chat
"подскажи, мне нужна информация про расторжение",rag
поговори со мной,chat
подскажи про штрафы,rag
добрый день,chat
а есть информация про рассрочку?,rag
объясни условия подписки,rag
что входит в базовый пакет,rag
а размер штрафа?,rag
а есть информация про ремонт?,rag
какая столица Франции,chat
а что насчёт условия подписки?,followup
мои данные в безопасности!,chat
какие данные вы собираете?,rag
а как удалить архив?,chat
алло,chat
а объясни условия начисления премии,rag
помнишь меня?,chat
что ты знаешь про штрафы?,rag
объясни процедура увольнения,rag
а что будет если не сделать?,followup
расскажи что написано в инструкции,rag
ну странно,chat
что в файле отчёт.pdf?,rag
покажи устав,rag
условия расторжения,rag
как удалить мои данные,rag
какой порядок обжалования пожалуйста,rag
а источник этой информации,followup
что такое RAG,chat
как удалить картинку,chat
что делать при обнаружении брака,rag
"скажи, мне нужна информация про скидки",rag
понятно!,chat
"а подскажи, что в файле инструкция.pdf?",rag
что в файле договор.pdf пожалуйста,rag
объясни порядок приёма на работу,rag
ужасно!,chat
как обновить таблицу?,chat
"подскажи, на чём ты написан?",chat
помоги составить план пожалуйста,chat
как там с доставкой в регионы,rag
а что написано в каталоге?,rag
а как отключить автопродление?,rag
какие порядок перерасчёта,rag
а объясни условия кредитования,rag
а что насчёт условия начисления премии,followup
а индексация тоже,followup
посмотри в faq.txt!,rag
согласно приказу!,rag
как рассчитывается неустойка,rag
а что в файле guide.docx?,rag
а ты здесь?,chat
смешно,chat
есть информация про возврат товара?,rag
как удалить фото,chat
когда срок действия договора?,rag
нормально,chat
мне всё равно,chat
какая статья регулирует это?,rag
а подробнее?,followup
что написано в прайс-листе!,rag
нужно ли нотариальное заверение,rag
какие сроки доставки,rag
стоит ли загрузить документы?,chat
"не совсем понял, объясни",followup
где посмотреть статус заказа?,rag
а расскажи что написано в инструкции,rag
что ты знаешь про зарплату?,rag
можно ли загрузить картинку?,chat
а сколько?,followup
"слушай, за сколько дней нужно предупредить?",rag
мне нужна информация про расторжение!,rag
"напомни, а к кому?",followup
первое что ты сказал — поясни,followup
а можно ли загрузить несколько файлов?,chat
всё спасибо пожалуйста,chat
это как,followup
расскажи про индексацию,rag
расскажи подробнее про расторжение пожалуйста,followup
а можно ссылку?,followup
посмотри в rules.pdf,rag
а добрый день!!,chat
а когда это обновлялось?,followup
а за сколько дней нужно предупредить?,rag
а если говорить про тарифы,followup
есть информация про кредитование?,rag
в акте есть что-то про сроки?,rag
из-за чего?,followup
а по телефону?,followup
"напомни, найди в документе информацию о возврате",rag
"подскажи, а что насчёт сроки доставки?",followup
а ты платный?,chat
как обновить файл!,chat
а где ты живёшь?,chat
а посмотри в отчёт.pdf,rag
мы раньше общались,chat
посмотри в guide.docx,rag
так себе,chat
что ты знаешь про возврат товара,rag
а это актуальная информация,followup
мне нужна информация про неустойку,rag
"скажи, ты всё знаешь",chat
каковы правила пользования сервисом,rag
расскажи подробнее про премии,followup
тебе нравится работать?,chat
есть информация про тарифы,rag
прощай,chat
что входит в стоимость обслуживания,rag
какой сегодня праздник!,chat
а какой порядок обжалования?,rag
кто написал Войну и мир?,chat
"скажи, подскажи про премии",rag
а есть другие варианты,followup
что написано в справочнике?,rag
как загрузить pdf,chat
а ну обидно,chat
можно ли оплатить картой пожалуйста,rag
а есть информация про индексацию?,rag
"подскажи, что в файле договор.pdf?",rag
хочу узнать про условия кредитования пожалуйста,rag
кто тебя создал,chat
расскажи про зарплату,rag
"напомни, а штраф большой?",followup
в презентации.pptx есть данные о продажах,rag
какая у тебя версия?,chat
какие налоговые вычеты положены?,rag
а когда,followup
а это не устарело,followup
ещё,followup
а я вернулся,chat
а первое что ты сказал — поясни,followup
как настроение?,chat
что ты знаешь про увольнение?,rag
а если поймают,followup
что тут вообще можно делать,chat
есть ли источник?,followup
это обязательно?,followup
добрый вечер!,chat
давай поиграем в игру,chat
а если говорить про гарантию?,followup
а приём на работу тоже,followup
где посмотреть статус заказа,rag
а именно,followup
принимаете ли вы наличные!,rag
давно не виделись,chat
как удалить фото!,chat
какие документы нужны для регистрации?,rag
поддерживается ли английский,chat
а откуда ты это знаешь,followup
а есть ли шифрование?,rag
йо,chat
что в файле spec.pdf?,rag
"слушай, а индексация тоже?",followup
а что написано в акте?,rag
как обновить картинку?,chat
что в файле report.pdf,rag
спасибо разобрался пожалуйста,chat
расскажи подробнее про оплату,followup
найди в справочнике,rag
"напомни, какие размер налогового вычета?",rag
а подскажи про тарифы,rag
"подскажи, не понял, перефразируй",followup
стоп!,chat
что ты можешь?,chat
забей,chat
какие порядок приёма на работу?,rag
какой порядок подачи жалобы,rag
"а подскажи, можно ли загрузить pdf?",chat
размер штрафа?,rag
поддерживается ли формат картинку,chat
интересует стоимость годовой подписки,rag
как конкретно?,followup
мне нужна информация про оплату,rag
ну привет ещё раз пожалуйста,chat
можно ли загрузить документ?,chat
а сравни условия двух планов,rag
а ты устаёшь?,chat
не знаю,chat
"напомни, объясни порядок оплаты",rag
а найди в акте,rag
а какие бывают тарифы?,rag
какая сегодня погода?,chat
а есть информация про аренду?,rag
а если я уже сделал по-другому,followup
а середину можно подробнее,followup
объясни порядок оплаты,rag
как тебя зовут,chat
"салют, помощник",chat
что отвечать на вопрос про возврат?,rag
а есть нюансы?,followup
кратко повтори основное,followup
есть информация про тарифы?,rag
а какие размер неустойки?,rag
в политикае есть что-то про сроки?,rag
почему,followup
а ты не сломаешься?,chat
какой курс доллара?,chat
отлично,chat
посмотри в invoice.pdf,rag
то есть как это?,followup
можно ли отозвать согласие?,rag
ничего себе,chat
а правда что можно вернуть в течение 14 дней!,rag
перечисли все этапы!,rag
здарова,chat
а сколько тебе лет?,chat
найди в памяткае,rag
большое спасибо пожалуйста,chat
что в файле terms.pdf?,rag
за сколько дней нужно предупредить?,rag
а первый пункт поясни,followup
а третий пункт не понял,followup
это бесплатно?,chat
враньё,chat
а покажи протокол,rag
ты уверен в этих цифрах,followup
"скажи, а сколько ждать?",followup
а что ты умеешь?,chat
"скажи, скажи, ты настоящий?",chat
а сколько людей с тобой разговаривают?,chat
а штраф большой?,followup
как дела?,chat
есть примеры,followup
а что написано в техническое заданиее?,rag
а что потом!,followup
есть информация про бонусы,rag
а есть информация про гарантию?,rag
как рассчитывается отпускные,rag
как загрузить таблицу?,chat
гений,chat
что написано в приказе,rag
а с чем это связано?,followup
"скажи, где ты живёшь",chat
расскажи подробнее про штрафы пожалуйста,followup
поищи в документах про отпуск,rag
"скажи, ты мальчик или девочка",chat
какие оформление командировки,rag
посмотри в manual.pdf,rag
ты тут пожалуйста,chat
"не понял, перефразируй",followup
объясни порядок подачи рекламации,rag
зачем ты нужен?,chat
а что в файле памятка.txt?,rag
забыл какой у нас срок гарантии,rag
что написано в договоре про сроки?,rag
а как там с доставкой в регионы?,rag
как быстро обрабатываются заявки,rag
а откуда ты это знаешь?,followup
а что насчёт условия начисления премии?,followup
нужно ли нотариальное заверение?,rag
а подскажи про больничный,rag
мне нужна информация про страхование!,rag
есть информация про налоговые вычеты?,rag
"подскажи, что такое ИИ?",chat
а нельзя ли по-другому?,followup
как жизнь?,chat
"скажи, есть ли шифрование?",rag
а правда что можно вернуть в течение 14 дней?,rag
что такое RAG?,chat
какие порядок ремонта?,rag
а сколько запросов осталось?,chat
а ты бы что посоветовал!,followup
а что насчёт стоимость тарифов,followup
как обстоят дела с возвратом денег,rag
а посмотри в policy.pdf,rag
а ну замечательно,chat
ну ну ничего себе,chat
"а подскажи, почему именно так?",followup
а можно без штрафа?,followup
давай ещё,followup
какой сегодня день?,chat
что ты знаешь про подписку!,rag
что известно о новых тарифах,rag
"скажи, как ты работаешь пожалуйста",chat
"скажи, как тебя зовут?",chat
а на практике как,followup
подскажи про бонусы,rag
стоп,chat
ценю твою помощь,chat
можно ли загрузить несколько файлов?,chat
структурируй ответ,followup
мне нужна информация про рекламацию,rag
а где!,followup
мне нужна информация про ремонт,rag
а что ты можешь,chat
какой твой любимый цвет,chat
"скажи, какие у тебя функции?",chat
салют :),chat
в техническое заданиее есть что-то про сроки,rag
а если говорить про доставку,followup
а ремонт тоже,followup
как оно?,chat
"подскажи, а что потом?",followup
а если нет?,followup
есть информация про ремонт?,rag
согласно протоколу,rag
какие порядок приёма на работу!,rag
зачем это нужно,followup
ты живой,chat
ок!,chat
ну так себе,chat
а что насчёт порядок получения компенсации,followup
объясни порядок индексации,rag
а отменить можно,followup
а какие есть варианты страхования?,rag
а в положениее есть что-то про сроки?,rag
чем отличается премиум от стандарта,rag
а это только для России?,followup
а спасибо разобрался,chat
расскажи про аренду,rag
объясни сроки доставки,rag
что ты умеешь,chat
у меня плохое настроение,chat
расскажи про гарантию,rag
что значит,followup
давай разберём первый пункт,followup
"напомни, скажи, ты умный?",chat
а разверни мысль,followup
"а привет, друг",chat
я понял спасибо пожалуйста,chat
можешь объяснить подробнее?,followup
можно ли уволиться на испытательном сроке,rag
а подскажи про штрафы,rag
кек,chat
не знаю с чего начать,chat
как пользоваться ботом,chat
сколько стоит бот?,chat
расскажи о программе лояльности!,rag
в акте есть что-то про сроки,rag
мне нужна информация про рассрочку,rag
есть информация про возврат товара,rag
а есть информация про неустойку?,rag
"а подскажи, найди в контракте",rag
как рассчитывается неустойка!,rag
ку,chat
"подскажи, как отключить автопродление?",rag
какие условия,rag
каков размер?,rag
есть ли информация о графике работы?,rag
мне нужна информация про штрафы,rag
подскажи про налоговые вычеты,rag
найди в контракте,rag
"слушай, какая сегодня погода?",chat
что написано в спецификацияе,rag
"скажи, как тебя зовут",chat
как удалить картинку?,chat
а как ты?,chat
как работает поиск?,chat
а поэтапно можно,followup
как загрузить архив,chat
что написано в протоколе,rag
какие размер налогового вычета,rag
большое спасибо,chat
а найди в справочнике,rag
каков порядок расторжения договора?,rag
какие лимиты у API!,rag
какой порядок подачи жалобы?,rag
"подскажи, расскажи подробнее про премии",followup
покажи прайс-лист,rag
"напомни, а кто контролирует?",followup
ну как,chat
поддерживается ли формат документ,chat
что в файле guide.docx?,rag
а что насчёт порядок приёма на работу?,followup
что в файле manual.pdf,rag
подскажи про рекламацию пожалуйста,rag
что ты думаешь о жизни,chat
а что можно пропустить,followup
какие стоимость обслуживания,rag
какие оформление командировки?,rag
"здравствуйте, помощник!",chat
в каком формате выгрузка,rag
"слушай, а компенсация тоже?",followup
ты знаешь какие-нибудь фокусы?,chat
а ты понимаешь сарказм?,chat
какой размер штрафа за просрочку,rag
а нужно ли согласие на обработку данных?,rag
где ты живёшь,chat
а на каком языке ты говоришь?,chat
в смысле,followup
расскажи про персональные данные,rag
"а подскажи, а возврат товара тоже?",followup
открой faq.txt,rag
какие условия расторжения договора?,rag
а объясни размер штрафов,rag
"слушай, что отвечать на вопрос про возврат?",rag
"подскажи, подскажи про приём на работу",rag
какой порядок обжалования,rag
офигеть,chat
"слушай, есть информация про гарантию?",rag
какие способы связи доступны?,rag
а расскажи про рекламацию,rag
расскажи подробнее про расторжение,followup
а подскажи про приём на работу,rag
ты здесь?,chat
есть ли у нас программа лояльности?,rag
а ты умный!,chat
а доставка тоже?,followup
покажи техническое задание,rag
"а салют, друг",chat
салют!!,chat
как обновить pdf?,chat
а можно частично,followup
а когда ближайшие выходные?,chat
покажи политика,rag
каковы правила пользования сервисом?,rag
как загрузить pdf?,chat
"скажи, в прайс-листе есть что-то про сроки?",rag
а если говорить про доставку?,followup
есть информация про персональные данные пожалуйста,rag
какие стоимость обслуживания?,rag
с наступающим!,chat
"скажи, что ты можешь?",chat
а ты спишь?,chat
расскажи подробнее про обслуживание пожалуйста,followup
на каком языке ты говоришь,chat
хай :)!,chat
"а подскажи, а для чайников?",followup
"подскажи, что в файле invoice.pdf?",rag
наши сообщения кто-то читает,chat
а у тебя есть премиум,chat
а что ты знаешь про ремонт?,rag
согласно уставу,rag
поздравляю,chat
"скажи, ты живой?",chat
на каком языке ты говоришь?,chat
"скажи, найди в памяткае",rag
"а подскажи, на этом всё",chat
снова я,chat
а источник этой информации пожалуйста,followup
а у конкурентов лучше,chat
"скажи, а что можно пропустить?",followup
"слушай, что по гарантийному обслуживанию?",rag
хай,chat
что в файле инструкция.pdf?,rag
что написано в инструкцияе,rag
что написано в уставе,rag
что говорится в политике конфиденциальности,rag
подскажи про страхование,rag
а вот этот пункт который ты назвал,followup
а про премии подробнее можно,followup
что думаешь о нейросетях,chat
можно ли загрузить архив?,chat
можешь петь!,chat
подскажи про приём на работу,rag
"салют, бот",chat
с чем это связано,followup
плохо,chat
а наши сообщения кто-то читает?,chat
больше не нужно,chat
что ты знаешь про доставку,rag
а если по-другому?,followup
сколько дней отпуска в году,rag
как отключить автопродление!,rag
а каковы правила пользования сервисом?,rag
приведи пример,followup
ага,chat
посмотри в политика.docx,rag
что по гарантийному обслуживанию?,rag
